MES_REF,ID_PROD_UNID_FAT_PAI,COD_PROD_PAI,ID_PROD_UNID_FAT_FILHO,COD_PROD_FILHO,UNID_FILHO,QTD_PAI_FINAL,QTD_UTIL_EFETIVA,QTD_FILHO_ESTRUTURAL_ESPERADA_BRUTA,ESTOQUE_ESTRUTURAL_CONSUMIDO,QTD_FILHO_ESTRUTURAL_ESPERADA_LIQ,QTD_FILHO_ESTRUTURAL_ALOCADA,DIF,STATUS_FECHAMENTO
2026-08-01,AGO26|MATRIZ|0727,727,AGO26|Acessórios|2167,2167,Acessórios,2981.1701950585175,1.0,2981.1701950585175,2981.1701950585175,0.0,0.0,0.0,OK
2026-08-01,AGO26|MATRIZ|0727,727,AGO26|Acessórios|2168,2168,Acessórios,2981.1701950585175,1.0,2981.1701950585175,2981.170195058517,4.547473508864641e-13,0.0,-4.547473508864641e-13,OK
2026-08-01,AGO26|MATRIZ|0727,727,AGO26|Acessórios|2178,2178,Acessórios,2981.1701950585175,1.0,2981.1701950585175,2981.1701950585175,0.0,0.0,0.0,OK
2026-08-01,AGO26|MATRIZ|0727,727,AGO26|Acessórios|2166,2166,Acessórios,2981.1701950585175,1.0,2981.1701950585175,2981.1701950585175,0.0,0.0,0.0,OK
2026-08-01,AGO26|MATRIZ|0727,727,AGO26|Acessórios|2165,2165,Acessórios,2981.1701950585175,1.0,2981.1701950585175,2981.1701950585175,0.0,0.0,0.0,OK
2026-08-01,AGO26|NORDESTE|0727,727,AGO26|Acessórios|2167,2167,Acessórios,331.71980494148244,1.0,331.71980494148244,331.71980494148244,0.0,0.0,0.0,OK
2026-08-01,AGO26|NORDESTE|0727,727,AGO26|Acessórios|2168,2168,Acessórios,331.71980494148244,1.0,331.71980494148244,331.7198049414824,5.684341886080802e-14,0.0,-5.684341886080802e-14,OK
2026-08-01,AGO26|NORDESTE|0727,727,AGO26|Acessórios|2178,2178,Acessórios,331.71980494148244,1.0,331.71980494148244,331.71980494148244,0.0,0.0,0.0,OK
2026-08-01,AGO26|NORDESTE|0727,727,AGO26|Acessórios|2166,2166,Acessórios,331.71980494148244,1.0,331.71980494148244,331.71980494148244,0.0,0.0,0.0,OK
2026-08-01,AGO26|NORDESTE|0727,727,AGO26|Acessórios|2165,2165,Acessórios,331.71980494148244,1.0,331.71980494148244,331.71980494148244,0.0,0.0,0.0,OK
2026-08-01,AGO26|MATRIZ|0732,732,AGO26|Acessórios|2166,2166,Acessórios,1832.1878862793571,1.0,1832.1878862793571,1832.187886279357,2.2737367544323206e-13,0.0,-2.2737367544323206e-13,OK
2026-08-01,AGO26|MATRIZ|0732,732,AGO26|Acessórios|2163,2163,Acessórios,1832.1878862793571,1.0,1832.1878862793571,1832.1878862793571,0.0,0.0,0.0,OK
2026-08-01,AGO26|MATRIZ|0732,732,AGO26|Acessórios|2172,2172,Acessórios,1832.1878862793571,1.0,1832.1878862793571,1832.1878862793571,0.0,0.0,0.0,OK
2026-08-01,AGO26|MATRIZ|0732,732,AGO26|Acessórios|2165,2165,Acessórios,1832.1878862793571,1.0,1832.1878862793571,1832.187886279357,2.2737367544323206e-13,0.0,-2.2737367544323206e-13,OK
