ID_PROD_UNID_FAT,QTD_FINAL_V33,NEC_DIRETA_PCS_V33,NEC_ESTRUTURAL_BRUTA_PCS_V33,ESTOQUE_ESTRUTURAL_CONSUMIDO_PCS_V33,NEC_ESTRUTURAL_PCS_V33,NEC_TOTAL_PCS_V33,QTD_PRODUZIR_DIRETA_SOLVER_V33,QTD_PRODUZIR_ESTRUTURAL_SOLVER_V33,DIF_FALTA_PAI_FILHO_V33,DIF_SOBRA_PAI_FILHO_V33
AGO26|MATRIZ|0814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|0815,72413.74145299145,103300.0,0.0,0.0,0.0,103300.0,72413.74145299145,0.0,0.0,0.0
AGO26|MATRIZ|0816,15325.421940928269,24500.0,0.0,0.0,0.0,24500.0,15325.421940928269,0.0,0.0,0.0
AGO26|MATRIZ|0817,0.0,1040.0,0.0,0.0,0.0,1040.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|0818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|0819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|0819PI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|0820,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|0820PI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|0821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|0821PI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|0822,1260.0,1260.0,0.0,0.0,0.0,1260.0,1260.0,0.0,0.0,0.0
AGO26|MATRIZ|0827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|0828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|0829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|0829PI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|0836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|0837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|0838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|0839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|0840,1740.0,1740.0,0.0,0.0,0.0,1740.0,1740.0,0.0,0.0,0.0
AGO26|MATRIZ|0841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|0843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|0850,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|0855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|0856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|0857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|0858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|0859,1304.5814495920176,31314.0,0.0,0.0,0.0,31314.0,1304.5814495920176,0.0,0.0,0.0
AGO26|MATRIZ|0860,10024.849758385777,250068.0,0.0,0.0,0.0,250068.0,10024.849758385777,0.0,0.0,0.0
AGO26|MATRIZ|0861,3034.0211985585343,56100.0,0.0,0.0,0.0,56100.0,3034.0211985585343,0.0,0.0,0.0
AGO26|MATRIZ|0862,5042.882375156445,129552.0,0.0,0.0,0.0,129552.0,5042.882375156445,0.0,0.0,0.0
AGO26|MATRIZ|0864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|0865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|0869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|0870,542.0,542.0,0.0,0.0,0.0,542.0,542.0,0.0,0.0,0.0
AGO26|MATRIZ|0871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|0872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|0873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|0874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|0875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|0875PI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|0876,0.0,984.0,0.0,0.0,0.0,984.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|0876PI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|0877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|0878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|0879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|0882,2681.0,2681.0,0.0,0.0,0.0,2681.0,2681.0,0.0,0.0,0.0
AGO26|MATRIZ|0883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|0888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|0904,594.0,35232.0,0.0,0.0,0.0,35232.0,594.0,0.0,0.0,0.0
AGO26|MATRIZ|0904PI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|0906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|0906PI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|0908,0.0,1878.0,0.0,0.0,0.0,1878.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|0908PI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|0910,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|0910PI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|0912,0.0,58254.0,0.0,0.0,0.0,58254.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|0912PI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|0914,0.0,402.0,0.0,0.0,0.0,402.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|0914PI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|0916,49.14405021198889,7470.0,0.0,0.0,0.0,7470.0,49.14405021198889,0.0,0.0,0.0
AGO26|MATRIZ|0916PI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|0922,0.0,4200.0,0.0,0.0,0.0,4200.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|0922PI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|0924,0.0,3856.0,0.0,0.0,0.0,3856.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|0924PI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|0925,2.0,1172.0,0.0,0.0,0.0,1172.0,2.0,0.0,0.0,0.0
AGO26|MATRIZ|0925PI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|0926,0.0,5052.0,0.0,0.0,0.0,5052.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|0926PI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|0927,11.0,280.0,0.0,0.0,0.0,280.0,11.0,0.0,0.0,0.0
AGO26|MATRIZ|0927PI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|0928,15162.0,15162.0,0.0,0.0,0.0,15162.0,15162.0,0.0,0.0,0.0
AGO26|MATRIZ|0928PI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|0929,265.73293378187043,618.0,0.0,0.0,0.0,618.0,265.73293378187043,0.0,0.0,0.0
AGO26|MATRIZ|0929PI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|0930,322.4914244925612,750.0,0.0,0.0,0.0,750.0,322.4914244925612,0.0,0.0,0.0
AGO26|MATRIZ|0931,0.0,21700.0,0.0,0.0,0.0,21700.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|0931PI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|0936,10164.0,10164.0,0.0,0.0,0.0,10164.0,10164.0,0.0,0.0,0.0
AGO26|MATRIZ|0938,4308.0,4308.0,0.0,0.0,0.0,4308.0,4308.0,0.0,0.0,0.0
AGO26|MATRIZ|0940,2232.0,2232.0,0.0,0.0,0.0,2232.0,2232.0,0.0,0.0,0.0
AGO26|MATRIZ|0942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|0944,22872.0,22872.0,0.0,0.0,0.0,22872.0,22872.0,0.0,0.0,0.0
AGO26|MATRIZ|0947,3468.0,3468.0,0.0,0.0,0.0,3468.0,3468.0,0.0,0.0,0.0
AGO26|MATRIZ|0950,1656.0,1656.0,0.0,0.0,0.0,1656.0,1656.0,0.0,0.0,0.0
AGO26|MATRIZ|0953,624.0,624.0,0.0,0.0,0.0,624.0,624.0,0.0,0.0,0.0
AGO26|MATRIZ|0956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|0957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|0958,1156.0,1156.0,0.0,0.0,0.0,1156.0,1156.0,0.0,0.0,0.0
AGO26|MATRIZ|0960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|0961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|0962,985.3702196908055,2265.0,0.0,0.0,0.0,2265.0,985.3702196908055,0.0,0.0,0.0
AGO26|MATRIZ|0963,570.0,570.0,0.0,0.0,0.0,570.0,570.0,0.0,0.0,0.0
AGO26|MATRIZ|0964,550.3444503364303,3925.0,0.0,0.0,0.0,3925.0,550.3444503364303,0.0,0.0,0.0
AGO26|MATRIZ|0965,3382.4,3440.0,0.0,0.0,0.0,3440.0,3382.4,0.0,0.0,0.0
AGO26|MATRIZ|0966,2280.2280228022805,2790.0,0.0,0.0,0.0,2790.0,2280.2280228022805,0.0,0.0,0.0
AGO26|MATRIZ|0967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|0968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|0968PI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|0969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|0969PI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|0973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|0974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|0975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|0981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|0983PI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|0984PI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|0985PI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|0986PI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|0987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|0998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|0999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|0999PI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|1021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|1024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|1024PI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|1028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|1028PI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|1031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|1031PI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|1032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|1056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|1061,0.0,36252.0,0.0,0.0,0.0,36252.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|1065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|1065PI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|1066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|1068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|1070101,520.0,520.0,0.0,0.0,0.0,520.0,520.0,0.0,0.0,0.0
AGO26|MATRIZ|1070102,5080.0,5080.0,0.0,0.0,0.0,5080.0,5080.0,0.0,0.0,0.0
AGO26|MATRIZ|1074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|1076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|1089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|1100,1350.0,1350.0,0.0,0.0,0.0,1350.0,1350.0,0.0,0.0,0.0
AGO26|MATRIZ|1101,8190.0,8190.0,0.0,0.0,0.0,8190.0,8190.0,0.0,0.0,0.0
AGO26|MATRIZ|1102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|1103,5.0,5.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0
AGO26|MATRIZ|1104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|1105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|1106,0.0,152.0,0.0,0.0,0.0,152.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|1107,23.710827489481062,34.0,0.0,0.0,0.0,34.0,23.710827489481062,0.0,0.0,0.0
AGO26|MATRIZ|1108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|1109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|1110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|1111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|1112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|1113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|1114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|1115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|1116PO-CZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|1117PO-CZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|1118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|1118PO-CZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|1119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|1121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|1122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|1123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|1123PI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|1124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|1124PI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|1125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|1125PI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|1126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|1127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|1128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|1129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|1130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|1130910,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|1131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|1132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|1133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|1134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|1135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|1136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|1142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|1143,418.4422110552764,1056.0,0.0,0.0,0.0,1056.0,418.4422110552764,0.0,0.0,0.0
AGO26|MATRIZ|1144,0.0,852.0,0.0,0.0,0.0,852.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|1145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|1146,130.0,130.0,0.0,0.0,0.0,130.0,130.0,0.0,0.0,0.0
AGO26|MATRIZ|1150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|1151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|1151PI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|1152,1861.4293333333335,5232.0,0.0,0.0,0.0,5232.0,1861.4293333333335,0.0,0.0,0.0
AGO26|MATRIZ|1152PI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|1153,3.153684210526316,5136.0,0.0,0.0,0.0,5136.0,3.153684210526316,0.0,0.0,0.0
AGO26|MATRIZ|1153PI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|1154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|1155,435.0,435.0,0.0,0.0,0.0,435.0,435.0,0.0,0.0,0.0
AGO26|MATRIZ|1156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|1157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|1158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|1159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|1160,630.0,630.0,0.0,0.0,0.0,630.0,630.0,0.0,0.0,0.0
AGO26|MATRIZ|1161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|1162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|1163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|1164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|1165,1190.0,1190.0,0.0,0.0,0.0,1190.0,1190.0,0.0,0.0,0.0
AGO26|MATRIZ|1166,64.0,64.0,0.0,0.0,0.0,64.0,64.0,0.0,0.0,0.0
AGO26|MATRIZ|1167,1440.0,1440.0,0.0,0.0,0.0,1440.0,1440.0,0.0,0.0,0.0
AGO26|MATRIZ|1168,432.0,432.0,0.0,0.0,0.0,432.0,432.0,0.0,0.0,0.0
AGO26|MATRIZ|1169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|1181,0.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|1182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|1183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|1184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|1184PI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|1185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|1185PI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|1186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|1187,2675.0000000000005,2675.0,0.0,0.0,0.0,2675.0,2675.0,4.547473508864641e-13,0.0,4.547473508864641e-13
AGO26|MATRIZ|1188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|1200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|1201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|1202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|1206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|1207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|1207PI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|1208,300.0,300.0,0.0,0.0,0.0,300.0,300.0,0.0,0.0,0.0
AGO26|MATRIZ|1208PI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|1209,319.95074124593214,3300.0,0.0,0.0,0.0,3300.0,319.95074124593214,0.0,0.0,0.0
AGO26|MATRIZ|1210,109.20399461622888,1140.0,0.0,0.0,0.0,1140.0,109.20399461622888,0.0,0.0,0.0
AGO26|MATRIZ|1215106CP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|1215106TP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|1218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|1218PI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|1219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|1219PI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|1220,0.09589993050729673,230.0,0.0,0.0,0.0,230.0,0.09589993050729673,0.0,0.0,0.0
AGO26|MATRIZ|1220PI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|1225,182.16445044789484,28120.0,0.0,0.0,0.0,28120.0,182.16445044789484,0.0,0.0,0.0
AGO26|MATRIZ|1226,179.94062503592602,28525.0,0.0,0.0,0.0,28525.0,179.94062503592602,0.0,0.0,0.0
AGO26|MATRIZ|1227,50.63128917991403,47830.0,0.0,0.0,0.0,47830.0,50.63128917991403,0.0,0.0,0.0
AGO26|MATRIZ|1228,121.95987277156712,98175.0,0.0,0.0,0.0,98175.0,121.95987277156712,0.0,0.0,0.0
AGO26|MATRIZ|1229,0.0,10670.0,0.0,0.0,0.0,10670.0,0.0,0.0,0.0,0.0
AGO26|MATRIZ|1230,118444.1374309253,237100.0,0.0,0.0,0.0,237100.0,118444.1374309253,0.0,0.0,0.0
AGO26|MATRIZ|1231,2380013.6807937045,4128300.0,0.0,0.0,0.0,4128300.0,2380013.6807937045,0.0,0.0,0.0
AGO26|MATRIZ|1232,266906.3740549242,364275.0,0.0,0.0,0.0,364275.0,266906.3740549242,0.0,0.0,0.0
